"CodeCatalogue","Country","Country","Measure Number","Measure name","Use or activity","Link to existing policies","KTMs it links to","Relevant targets","Descriptors it links to ","Relevant features from MSFD Annex III","Measure Impacts to","Spatial  scope_MSFD","Water body category","Spatial scope","Other (if applicable)","Origin of the measure","Nature of the measure","PORTS","SHIPPING","BOTH","Sector","accident management","administrative","air pollution","anchoring/mooring","awareness raising","ballast waters","construction","dredging","EU policies","hull fouling","international agreements","legislation/regulation","maintenence","marine litter","navigation","NIS","noise","pollution","regional sea convention","PSSA/ZMES","technical measures","waste management","water pollution","D1","D2","D3","D4","D5","D6","D7","D8","D9","D10","D11","TEST",1,"1b (not related to WFD)","1b (related to WFD)",2,"2a","2b","unknown","TEST","Status Resume","Status (Text)"
"MSFD138","ES","Spain","BM6","Improvement of waste management in ports","Not specified","Directive 2008/98 / EC of the European Parliament and Parliament and of the Council of 19 November 2008 on waste and repealing certain Directives","MSFD29 Litter","0,
 B.1.4,
 B.1.5,
B.1.6,
 B.1.7,
 B.1.8","D10","Birds ,
 Mammals ,
 Reptiles ,
 Benthic habitats","Species and Habitats","Territorial waters","Other","National","NOR, SUD, LEBA, ESAL, CAN","MSFD (Directive 2008/56/EC)","not specified",1,0,0,"Ports",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,"2b","Additional measures 2b"
"MSFD139","ES","Spain","BIO31","Actions related to the reduction of collision risks in large vessels","Not specified","Habitats Directive","MSFD36 Other biological disturbance (e.g. from aquaculture)","0, A.1.4","D1, D4","Mammals","Species","Territorial sea,
 EEZ","Other","National","ESAL, LEBA, CAN ","MSFD (Directive 2008/56/EC)","administrative",0,1,0,"Traffic",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,"2a","Additional measures 2a"
"MSFD140","ES","Spain","CONT5","Regulatory approval of the guidelines for the characterization of the dredged material and its relocation in waters of the maritime-terrestrial public domain","Not specified","Directive 2000/60/EC
Directive 2008/105/EC
Directive 2008/98/EC
Directive 2009/90/EC
Directive 2013/39/EU
Directive 2014/101/EU","MSFD31 Contamination
","0,
 A.1.1,
 B.2.1,
B.2.2,
 B.2.3,
C.2.1,
 C.2.2","D1, D6, D8, D9, D10","Pelagic habitats, Benthic habitats","Habitats","Coastal Waters ,
 Territorial Sea ,
 EEZ","Other","National","NOR, SUD, LEBA, ESAL, CAN","MSFD (Directive 2008/56/EC)","technical measure",1,0,0,"Ports",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,5,0,0,0,0,1,0,0,1,"2a","Additional measures 2a"
"MSFD141","ES","Spain","CONT13","Guide for the handling of liquid bulk","Not specified","-","MSFD32 Accidental pollution","0,
 B.2.4","D8, D9","Birds ,
 Mammals ,
 Reptiles ,
 Fish ,
 Cephalopods ,
 Pelagic habitats ,
 Benthic habitats","Species and Habitats","Territorial Sea","Other","National","NOR, SUD, LEBA, ESAL, CAN","MSFD (Directive 2008/56/EC)","administrative",0,0,1,"Ports and traffic",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,1,"2b","Additional measures 2b"
"MSFD142","ES","Spain","RS1","Regulation on criteria for project generating submarine noise and for the elaboration of EIAs for these projects","Not specified","Directive 2011/92/EU of the European Union and the Council of 13 December 2011 on the assessment of the effects of certain public and private projects on the environment, modified by Directive 2014/54/EU of the European Parliament and the Council of 16 April 2014","MSFD28 Energy inputs
","0,
 B.1.9,
 C.3.5","D1, D11","Mammals ","Species","Territorial sea ,
 EEZ ,
 Continental platform","Other","National","NOR, SUD, LEBA, ESAL, CAN","MSFD (Directive 2008/56/EC)","legislation/regulation",1,0,0,"Ports",0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,"2a","Additional measures 2a"
"MSFD143","FI","Finland","BALFI-M007-EUTRO","EUTROPHICATION 7-As part of HELCOM cooperation, Finland will continue to take part in negotiations that aim at having the International Maritime Organization designate the Baltic Sea a NOx emissions control area (NECA)","Not specified","HELCOM, IMO-MARPOL"," MSFD33",," D1, D3, D4, D5","Fish, Water column habitats, Seabed habitats","Species and Habitats","WFD coastal waters, Territorial waters, EEZ","Other","National",,"MSFD (Directive 2008/56/EC)","legislation/regulation",0,1,0,"Traffic",0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,2,"Additional Measures 2"
"MSFD144","FI","Finland","BALFI-M008-EUTRO","EUTROPHICATION 8-Contribute to adoption of LNG as the fuel used by vessels and take responsibility for building the necessary infrastructure","Not specified"," IMO-MARPOL, HELCOM"," MSFD33",," D1, D3, D4, D5","Fish, Water column habitats, Seabed habitats, Birds","Species and Habitats","WFD coastal waters, Territorial waters, EEZ","Other","National",,"MSFD (Directive 2008/56/EC)","administrative, technical measure",0,0,1,"Ports and traffic",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,2,"Additional Measures 2"
"MSFD145","FI","Finland","BALFI-M014-NOISE","NOISE1-Contribute to decision-making in the International Maritime Organization that will reduce the amount of underwater noise caused by ships","Not specified","HELCOM, Other international"," MSFD28, MSFD27",," D1, D3, D4, D11"," Water column habitats, Seabed habitats, Birds, Mammals, Fish","Species and Habitats","WFD coastal waters, Territorial waters, EEZ","Other","National",,"MSFD (Directive 2008/56/EC)","administrative",0,1,0,"Traffic",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,1,2,"Additional Measures 2"
"MSFD146","FI","Finland","BALFI-M015-NOISE","NOISE 2-Reduce impulsive noise caused by underwater construction work","Not specified"," HELCOM"," MSFD28, MSFD27",," D1, D11, D3, D4"," Water column habitats, Seabed habitats, Birds, Mammals, Fish","Species and Habitats","WFD coastal waters, Territorial waters, EEZ","Other","National",,"MSFD (Directive 2008/56/EC)","technical measure",1,0,0,"Ports",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,1,2,"Additional Measures 2"
"MSFD147","FI","Finland","BALFI-M016-NOISE","NOISE 3-Reduce production of underwater noise pollution","Not specified"," HELCOM, CFP"," MSFD28, MSFD27",," D1, D3, D11"," Water column habitats, Seabed habitats, Birds, Mammals, Fish","Species and Habitats","WFD coastal waters, Territorial waters, EEZ","Other","National",,"MSFD (Directive 2008/56/EC)","technical measure",0,0,1,"Ports and traffic",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,1,2,"Additional Measures 2"
"MSFD148","FI","Finland","BALFI-M017-PHYS","PHYSICAL1-Reduce harmful impacts of dredging","Not specified"," WFD, HELCOM"," MSFD26, MSFD27, MSFD30",," D1, D4, D6, D7"," Birds, Mammals, Fish, Water column habitats, Seabed habitats","Species and Habitats","WFD coastal waters, Territorial waters, EEZ","Other","National",,"MSFD (Directive 2008/56/EC)","technical measure",1,0,0,"Ports",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,4,0,0,0,1,0,0,0,1,2,"Additional Measures 2"
"MSFD149","FI","Finland","BALFI-M020-SHIP","SHIPPING1-Reduce risk of oil spills by improving effectiveness of monitoring STS procedures, i.e. ship-to-ship transfer of oil, in Finland’s territorial waters by continuing the drafting of a harmonised practice for STS procedures within the framework of the Baltic Marine Environment Protection Commission – Helsinki Commission (HELCOM) in the Baltic area","Not specified"," HELCOM"," MSFD32, MSFD31",," D8, D9"," Water column habitats, Seabed habitats, Fish, Birds","Species and Habitats","WFD coastal waters, Territorial waters, EEZ","Other","National",,"MSFD (Directive 2008/56/EC)","administrative, technical measure",0,1,0,"Traffic",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,2,"Additional Measures 2"
"MSFD150","FI","Finland","BALFI-M021-SHIP","SHIPPING 2-Improve vessel traffic safety with the eNavigation strategy’s Intelligent waterways concept –Älyväylä","Not specified"," NotApplicable"," MSFD32, MSFD31",," D8, D9"," Water column habitats, Seabed habitats, Fish, Birds","Species and Habitats","WFD coastal waters, Territorial waters, EEZ","Other","National",,"MSFD (Directive 2008/56/EC)","technical measure",0,1,0,"Traffic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,2,"Additional Measures 2"
"MSFD151","FI","Finland","BALFI-M022-SHIP","SHIPPING 3-Draft a development programme for preparedness in the prevention of marine environment disasters","Not specified"," HELCOM"," MSFD32, MSFD31",," D8, D9"," Water column habitats, Seabed habitats, Fish, Birds","Species and Habitats","WFD coastal waters, Territorial waters, EEZ","Other","National",,"MSFD (Directive 2008/56/EC)","administrative",0,1,0,"Traffic",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,2,"Additional Measures 2"
"MSFD152","FI","Finland","BALFI-M023-SHIP","SHIPPING 4-Draft a national action plan for the assessment of the ecological impacts of chemical spills in the Baltic","Not specified"," HELCOM"," MSFD32, MSFD31",," D8, D9"," Water column habitats, Seabed habitats, Fish, Birds","Species and Habitats","WFD coastal waters, Territorial waters, EEZ","Other","National","Sub-region","MSFD (Directive 2008/56/EC)","administrative",0,1,0,"Traffic",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,2,"Additional Measures 2"
"MSFD153","FR","France","M223-NAT1a","Regulatory framework to limit the impact of dredging operations and sediment management","Not specified",,,"OE_MMN_gen_D6.1
OE_MMN_gen_D8.1
OE_ATL_ope_D6-6
OE_ATL_ope_D8-2","D1, 4, 6, D8",,"Not specified","Continental waters, Transitional waters (WFD), Coastal waters (WFD), Territorial waters, EEZ","Other","National","North East Atlantic","MSFD (Directive 2008/56/EC)","legislation/regulation",1,0,0,"Ports",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,4,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD154","FR","France","M227-NAT1a","Regulatory framework for anchorage management","Not specified",,,"OE_MMN_gen_D6.1
OE_ATL_ope_D6-8","D1, 4, 6",,"Not specified","Territorial waters, Coastal waters (WFD)","Other","National","North East Atlantic","MSFD (Directive 2008/56/EC)","legislation/regulation",0,0,1,"Ports and traffic",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD155","FR","France","M231-NAT1a","Regulatory framework for anti-fouling paints","Not specified",,,"OE_MMN_gen_D8.1
OE_ATL_ope_D8-1","D8",,"Not specified","Continental waters, Transitional waters (WFD), Coastal waters (WFD), Territorial waters, Waters beyond the waters under jurisdiction, EEZ","Other","International","North East Atlantic","MSFD (Directive 2008/56/EC)","legislation/regulation",0,1,0,"Traffic",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD156","FR","France","M232-NAT1a","Regulatory framework for careening of ships","Not specified",,,"OE_MMN_gen_D8.1
OE_ATL_ope_D8-1","D8",,"Not specified","Continental waters, Transitional waters (WFD), Coastal waters (WFD)","Other","National","North East Atlantic","MSFD (Directive 2008/56/EC)","legislation/regulation, technical measure",0,1,0,"Traffic",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD157","FR","France","M233-NAT1a","Regulatory framework for the management on land of sediments coming from dredging","Not specified",,,"OE_MMN_gen_D8.1
OE_ATL_ope_D8-2","D8",,"Not specified","Continental waters, Transitional waters (WFD), Coastal waters (WFD)","Other","National","North East Atlantic","MSFD (Directive 2008/56/EC)","legislation/regulation, technical measure",1,0,0,"Ports",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD158","FR","France","M234-NAT1a","Regulatory framework for accidental maritime pollutions","Not specified",,,"OE_MMN_gen_D8.1
OE_ATL_ope_D8-3
OE_ATL_ope_D8-4","D8",,"Not specified","Transitional waters (WFD), Coastal waters (WFD), Territorial waters, EEZ, Continental shelf beyond the EEZ","Other","International","North East Atlantic","MSFD (Directive 2008/56/EC)","legislation/regulation",0,0,1,"Ports and traffic",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD159","FR","France","M235-NAT1a","Regulatory framework for port waste management","Not specified",,,"OE_MMN_gen_D8.1
OE_ATL_ope_D8-3
OE_ATL_ope_D8-4","D8",,"Not specified","Continental waters, Transitional waters (WFD), Coastal waters (WFD)","Other","National","North East Atlantic","MSFD (Directive 2008/56/EC)","legislation/regulation",1,0,0,"Ports",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD160","FR","France","M236-NAT1a","Provisions of the MARPOL agreement to limit air pollution from ships","Not specified",,,"OE_MMN_gen_D8.1
OE_ATL_ope_D8-3
OE_ATL_ope_D8-4","D8",,"Not specified","Transitional waters (WFD), Coastal waters (WFD), Territorial waters, EEZ, Continental shelf beyond the EEZ","Other","International","North East Atlantic","MSFD (Directive 2008/56/EC)","technical measure",0,1,0,"Traffic",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD161","FR","France","M246-NAT1a","Regulatory framework for prevention and management of waste produced by maritime activities","Not specified",,,"OE_MMN_gen_D10.2
OE_ATL_ope_D10-2","D10",,"Not specified","Transitional waters (WFD), Coastal waters (WFD), Territorial waters, EEZ, Continental shelf beyond the EEZ","Other","International","North East Atlantic","MSFD (Directive 2008/56/EC)","legislation/regulation",0,0,1,"Ports and traffic",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD162","FR","France","M249-NAT1a","Regulatory framework for ships recycling","Not specified",,,"OE_MMN_gen_D10.2
OE_ATL_ope_D10-2","D10",,"Not specified","Continental waters, Transitional waters (WFD), Coastal waters (WFD), Territorial waters, EEZ, Continental shelf beyond the EEZ","Other","International","North East Atlantic","MSFD (Directive 2008/56/EC)","legislation/regulation, technical measure",0,1,0,"Traffic",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD163","FR","France","M250-NAT1a","Regulatory framework for noise generated in the marine environment","Not specified",,,"OE_MMN_gen_D11.1
OE_ATL_ope_D11-1
OE_ATL_ope_D11-2","D11",,"Not specified","Transitional waters (WFD), Coastal waters (WFD), Territorial waters, EEZ, Continental shelf beyond the EEZ","Other","International","North East Atlantic","MSFD (Directive 2008/56/EC)","legislation/regulation",0,0,1,"Ports and traffic",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD164","FR","France","M251-NAT1a","Regulatory framework for noise generated in the MPAs ","Not specified",,,"OE_MMN_gen_D11.1
OE_ATL_ope_D11-1
OE_ATL_ope_D11-2","D11",,"Not specified","Transitional waters (WFD), Coastal waters (WFD), Territorial waters, EEZ, Continental shelf beyond the EEZ","Other","International","North East Atlantic","MSFD (Directive 2008/56/EC)","legislation/regulation",0,1,0,"Traffic",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD165","FR","France","M263-NAT1a","Reporting of containers that have fallen overboard","Not specified",,,"OE_MMN_gen_D10.2
OE_ATL_ope_D10-2","D10",,"Not specified","Transitional waters (WFD), Coastal waters (WFD), Territorial waters, EEZ, Continental shelf beyond the EEZ","Other","International","North East Atlantic","MSFD (Directive 2008/56/EC)","administrative",0,1,0,"Traffic",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD166","FR","France","M012-NAT1b","Implementing a ballast waters management control procedure by ships, following the International agreement on ballast waters","Not specified",,,"OE_MMN_gen_D2.1
OE_ATL_ope_D2-1
OE_ATL_ope_D2-2","D2",,"Not specified","Transitional waterss (WFD), Coastal waterss (WFD), Territorial waterss, EEZ","Other","National","All","MSFD (Directive 2008/56/EC)","technical measure",0,1,0,"Traffic",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"1b","Adopted, not implemented 1b"
"MSFD167","FR","France","M017-NAT1b","Improving prevention and management of waste (generated waste from ships, marine debris collected by fishermen) in fishing ports, marinas and commercial ports","Not specified",,,"OE_MMN_gen_D10.2
OE_MMN_gen_D8.1
OE_ATL_ope_D10-2
OE_ATL_ope_D8-3
OE_ATL_ope_D8-4","D8, D9, D10",,"Not specified","Transitional waters (WFD), Coastal waters (WFD)","Coastal and transitional","National","All","MSFD (Directive 2008/56/EC)","administrative",1,0,0,"Ports",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,3,0,1,0,0,0,0,0,1,"1b","Adopted, not implemented 1b"
"MSFD168","FR","France","M020-NAT1b","Identifying and promoting the most relevant devices/measures to limit the transfer of marine litter during dredging and dumping of dredged sediments","Not specified",,,"OE_MMN_gen_D10.2
OE_ATL_ope_D10-2","D10",,"Not specified","Transitional waters (WFD), Waters beyond the waters under jurisdiction","Other","International","All","MSFD (Directive 2008/56/EC)","technical measure",1,0,0,"Ports",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,"1b","Adopted, not implemented 1b"
"MSFD169","FR","France","M024-NAT1b","Promoting the implementation of territorial guidance schemes for dredging operations and sediment management sectors, which would be progressive and adapted to local needs","Not specified",,,"OE_MMN_gen_D6.1
OE_MMN_gen_D8.1
OE_ATL_ope_D6-6
OE_ATL_ope_D8-2","D1, 4, 6, D8",,"Not specified","Transitional waters (WFD), Coastal waters (WFD), Territorial water","Other","National","All","MSFD (Directive 2008/56/EC)","awareness raising",1,0,0,"Ports",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,4,0,1,0,0,0,0,0,1,"1b","Adopted, not implemented 1b"
"MSFD170","FR","France","M013-NAT2","Undertaking an inventory of careening areas in marinas, encouraging the demarcation and sharing of careening areas and promoting the removal of sea contaminating discharges","Not specified",,,"OE_MMN_gen_D8.1
OE_ATL_ope_D8-1","D8",,"Not specified","Coastal waters (WFD), Transitional waters (WFD)","Coastal and transitional","National","All","MSFD (Directive 2008/56/EC)","administrative, awareness raising",1,0,0,"Ports",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,"2b","Additional measures 2b"
"MSFD171","FR","France","M014-NAT2","Promoting dredging and disposal methods which have less impact on the marine environment","Not specified",,,"OE_MMN_gen_D6.1
OE_ATL_ope_D6-6","D1, 4, 6, D3, D8, D10",,"Not specified","Coastal waters (WFD), Transitional waters (WFD), Territorial waters","Other","National","All","MSFD (Directive 2008/56/EC)","awareness raising",1,0,0,"Ports",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,6,0,0,0,0,0,1,0,1,"2b","Additional measures 2b"
"MSFD172","FR","France","M021-NAT2","Defining recommendations to limit the impacts of acoustic anthropogenic emissions","Not specified",,,"OE_MMN_gen_D11.1
OE_ATL_ope_D11-1
OE_ATL_ope_D11-2","D11",,"Not specified","Territorial waters, EEZ","Other","National","All","MSFD (Directive 2008/56/EC)","administrative",0,0,1,"Ports and traffic",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,"2b","Additional measures 2b"
"MSFD173","FR","France","M404-ATL1a","Recommendations from the Guide for good practices for careening - Iroise Marine Natural Park","Not specified",,,"OE_MMN_gen_D8.1
OE_ATL_ope_D8-1","D8",,"Not specified","Transitional waters (WFD), Coastal waters (WFD), Continental waters","Other","National","North East Atlantic","MSFD (Directive 2008/56/EC)","administrative",0,1,0,"Traffic",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD174","FR","France","M403-ATL1b","Encouraging the gathering of moorings by issuing the appropriate national/domain title (anchorage and light equipment areas) and the use of eco-friendly footprint technology","Not specified",,,"OE_MMN_gen_D6.1
OE_ATL_ope_D6-8
OE_MMN_ope_D6-9","D1, 4, 6",,"Not specified","Coastal waters (WFD), Transitional waters (WFD), Territorial waters","Other","National","North East Atlantic","MSFD (Directive 2008/56/EC)","administrative, technical measure",0,0,1,"Ports and traffic",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,1,"1b","Adopted, not implemented 1b"
"MSFD175","FR","France","M305-MMN1a/GMC1a","Departmental dredging schemes for the control and management of these operations","Not specified",,,"OE_MMN_trans2
OE_ATL_ope_OT1-1","D1, 4, 6, D8",,"Not specified","Transitional waters (WFD), Coastal waters (WFD), Continental waters","Other","National","North East Atlantic","MSFD (Directive 2008/56/EC)","administrative",1,0,0,"Ports",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,4,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD176","FR","France","M302-MMN1b/GMC1b","Regional schemes for climate, air and energy (SCRAE) for the preservation of air quality","Not specified",,,"OE_MMN_gen_D5.2
OE_MMN_gen_D8.1
OE_ATL_ope_D5-4
OE_ATL_ope_D8-5
OE_ATL_ope_D8-6","D5, D8",,"Not specified","Coastal waters (WFD), Transitional waters (WFD), Continental water, Territorial waters, EEZ, Continental shelf beyond the EEZ, Waters beyond the waters under jurisdiction","Other","International","North East Atlantic","MSFD (Directive 2008/56/EC)","administrative",0,0,1,"Ports and traffic",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,"1b","Adopted, not implemented 1b"
